date,unit_id,loss_category,system,subsystem,component,loss_usd,linked_event_id
2024-05-16,STS-U1,Energy,Electrical,Switchyard,Breakers / Protection,743.35,
2024-05-16,STS-U1,Energy,Electrical,Transformers,GSU Transformer,1238.92,
2024-05-16,STS-U1,Energy,Turbine,Bearings & Vibration,Turbine Bearing #2,2156.04,
2024-05-16,STS-U1,Energy,Turbine,Lube Oil System,Lube Oil / Coolers,784.01,
2024-05-16,STS-U1,Energy,Turbine,Steam Path & Valves,HP Control Valves,980.02,
2024-05-16,STS-U1,Penalty,Boiler,Air & Flue Gas Path,ID Fan / Dampers,1356.38,
2024-05-16,STS-U1,Penalty,Boiler,Combustion Control,O₂ Trim / Draft Loop,301.42,
2024-05-16,STS-U1,Penalty,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,904.25,
2024-05-16,STS-U1,Penalty,Boiler,Heat Transfer Surfaces,Superheater / Economizer,452.13,
2024-05-16,STS-U1,Penalty,Controls,Actuators,Damper / Valve Actuators,122.79,
2024-05-16,STS-U1,Penalty,Controls,DCS & Control Logic,Unit DCS,306.98,
2024-05-16,STS-U1,Penalty,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,184.18,
2024-05-16,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,874.69,EVT-2024-06-AUXDRIFT
2024-05-16,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,80.35,
2024-05-16,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,1457.82,EVT-2024-06-AUXDRIFT
2024-05-16,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,133.92,
2024-05-16,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,583.13,EVT-2024-06-AUXDRIFT
2024-05-16,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,53.57,
2024-05-16,STS-U1,Penalty,Electrical,Station Service,Aux Transformer / MCC,56.66,
2024-05-16,STS-U1,Penalty,Electrical,Switchyard,Breakers / Protection,84.99,
2024-05-16,STS-U1,Penalty,Electrical,Transformers,GSU Transformer,141.65,
2024-05-16,STS-U1,Penalty,Turbine,Bearings & Vibration,Turbine Bearing #2,911.08,
2024-05-16,STS-U1,Penalty,Turbine,Lube Oil System,Lube Oil / Coolers,331.27,
2024-05-16,STS-U1,Penalty,Turbine,Steam Path & Valves,HP Control Valves,414.12,
2024-05-17,STS-U1,Energy,Boiler,Air & Flue Gas Path,ID Fan / Dampers,2688.13,
2024-05-17,STS-U1,Energy,Boiler,Combustion Control,O₂ Trim / Draft Loop,597.36,
2024-05-17,STS-U1,Energy,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,1792.09,
2024-05-17,STS-U1,Energy,Boiler,Heat Transfer Surfaces,Superheater / Economizer,896.04,
2024-05-17,STS-U1,Energy,Controls,Actuators,Damper / Valve Actuators,609.38,
2024-05-17,STS-U1,Energy,Controls,DCS & Control Logic,Unit DCS,1523.44,
2024-05-17,STS-U1,Energy,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,914.06,
2024-05-17,STS-U1,Energy,Cooling,Circulating Water System,CW Pumps / Strainers,782.46,
2024-05-17,STS-U1,Energy,Cooling,Condenser & Vacuum,Surface Condenser,1304.1,
2024-05-17,STS-U1,Energy,Cooling,Cooling Tower,CT Fans / Fill,521.64,
2024-05-17,STS-U1,Energy,Electrical,Station Service,Aux Transformer / MCC,499.68,
2024-05-17,STS-U1,Energy,Electrical,Switchyard,Breakers / Protection,749.53,
2024-05-17,STS-U1,Energy,Electrical,Transformers,GSU Transformer,1249.21,
2024-05-17,STS-U1,Energy,Turbine,Bearings & Vibration,Turbine Bearing #2,2866.63,
2024-05-17,STS-U1,Energy,Turbine,Lube Oil System,Lube Oil / Coolers,1042.41,
2024-05-17,STS-U1,Energy,Turbine,Steam Path & Valves,HP Control Valves,1303.01,
2024-05-17,STS-U1,Penalty,Boiler,Air & Flue Gas Path,ID Fan / Dampers,1410.13,
2024-05-17,STS-U1,Penalty,Boiler,Combustion Control,O₂ Trim / Draft Loop,313.36,
2024-05-17,STS-U1,Penalty,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,940.09,
2024-05-17,STS-U1,Penalty,Boiler,Heat Transfer Surfaces,Superheater / Economizer,470.04,
2024-05-17,STS-U1,Penalty,Controls,Actuators,Damper / Valve Actuators,131.29,
2024-05-17,STS-U1,Penalty,Controls,DCS & Control Logic,Unit DCS,328.22,
2024-05-17,STS-U1,Penalty,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,196.93,
2024-05-17,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,959.41,EVT-2024-06-AUXDRIFT
2024-05-17,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,99.93,
2024-05-17,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,1599.01,EVT-2024-06-AUXDRIFT
2024-05-17,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,166.55,
2024-05-17,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,639.6,EVT-2024-06-AUXDRIFT
2024-05-17,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,66.62,
2024-05-17,STS-U1,Penalty,Electrical,Station Service,Aux Transformer / MCC,59.92,
2024-05-17,STS-U1,Penalty,Electrical,Switchyard,Breakers / Protection,89.88,
2024-05-17,STS-U1,Penalty,Electrical,Transformers,GSU Transformer,149.8,
2024-05-17,STS-U1,Penalty,Turbine,Bearings & Vibration,Turbine Bearing #2,1056.75,
2024-05-17,STS-U1,Penalty,Turbine,Lube Oil System,Lube Oil / Coolers,384.3,
2024-05-17,STS-U1,Penalty,Turbine,Steam Path & Valves,HP Control Valves,480.34,
2024-05-18,STS-U1,Energy,Boiler,Air & Flue Gas Path,ID Fan / Dampers,2192.65,
2024-05-18,STS-U1,Energy,Boiler,Combustion Control,O₂ Trim / Draft Loop,487.26,
2024-05-18,STS-U1,Energy,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,1461.76,
2024-05-18,STS-U1,Energy,Boiler,Heat Transfer Surfaces,Superheater / Economizer,730.88,
2024-05-18,STS-U1,Energy,Controls,Actuators,Damper / Valve Actuators,569.27,
2024-05-18,STS-U1,Energy,Controls,DCS & Control Logic,Unit DCS,1423.18,
2024-05-18,STS-U1,Energy,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,853.91,
2024-05-18,STS-U1,Energy,Cooling,Circulating Water System,CW Pumps / Strainers,698.5,
2024-05-18,STS-U1,Energy,Cooling,Condenser & Vacuum,Surface Condenser,1164.18,
2024-05-18,STS-U1,Energy,Cooling,Cooling Tower,CT Fans / Fill,465.67,
2024-05-18,STS-U1,Energy,Electrical,Station Service,Aux Transformer / MCC,464.21,
2024-05-18,STS-U1,Energy,Electrical,Switchyard,Breakers / Protection,696.31,
2024-05-18,STS-U1,Energy,Electrical,Transformers,GSU Transformer,1160.52,
2024-05-18,STS-U1,Energy,Turbine,Bearings & Vibration,Turbine Bearing #2,2209.97,
2024-05-18,STS-U1,Energy,Turbine,Lube Oil System,Lube Oil / Coolers,803.62,
2024-05-18,STS-U1,Energy,Turbine,Steam Path & Valves,HP Control Valves,1004.53,
2024-05-18,STS-U1,Penalty,Boiler,Air & Flue Gas Path,ID Fan / Dampers,1283.57,
2024-05-18,STS-U1,Penalty,Boiler,Combustion Control,O₂ Trim / Draft Loop,285.24,
2024-05-18,STS-U1,Penalty,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,855.71,
2024-05-18,STS-U1,Penalty,Boiler,Heat Transfer Surfaces,Superheater / Economizer,427.86,
2024-05-18,STS-U1,Penalty,Controls,Actuators,Damper / Valve Actuators,126.45,
2024-05-18,STS-U1,Penalty,Controls,DCS & Control Logic,Unit DCS,316.14,
2024-05-18,STS-U1,Penalty,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,189.68,
2024-05-18,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,900.21,EVT-2024-06-AUXDRIFT
2024-05-18,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,89.21,
2024-05-18,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,1500.34,EVT-2024-06-AUXDRIFT
2024-05-18,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,148.68,
2024-05-18,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,600.14,EVT-2024-06-AUXDRIFT
2024-05-18,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,59.47,
2024-05-18,STS-U1,Penalty,Electrical,Station Service,Aux Transformer / MCC,58.49,
2024-05-18,STS-U1,Penalty,Electrical,Switchyard,Breakers / Protection,87.73,
2024-05-18,STS-U1,Penalty,Electrical,Transformers,GSU Transformer,146.22,
2024-05-18,STS-U1,Penalty,Turbine,Bearings & Vibration,Turbine Bearing #2,955.64,
2024-05-18,STS-U1,Penalty,Turbine,Lube Oil System,Lube Oil / Coolers,347.46,
2024-05-18,STS-U1,Penalty,Turbine,Steam Path & Valves,HP Control Valves,434.38,
2024-05-19,STS-U1,Energy,Boiler,Air & Flue Gas Path,ID Fan / Dampers,2272.78,
2024-05-19,STS-U1,Energy,Boiler,Combustion Control,O₂ Trim / Draft Loop,505.06,
2024-05-19,STS-U1,Energy,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,1515.19,
2024-05-19,STS-U1,Energy,Boiler,Heat Transfer Surfaces,Superheater / Economizer,757.59,
2024-05-19,STS-U1,Energy,Controls,Actuators,Damper / Valve Actuators,512.93,
2024-05-19,STS-U1,Energy,Controls,DCS & Control Logic,Unit DCS,1282.33,
2024-05-19,STS-U1,Energy,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,769.4,
2024-05-19,STS-U1,Energy,Cooling,Circulating Water System,CW Pumps / Strainers,718.67,
2024-05-19,STS-U1,Energy,Cooling,Condenser & Vacuum,Surface Condenser,1197.78,
2024-05-19,STS-U1,Energy,Cooling,Cooling Tower,CT Fans / Fill,479.11,
2024-05-19,STS-U1,Energy,Electrical,Station Service,Aux Transformer / MCC,429.39,
2024-05-19,STS-U1,Energy,Electrical,Switchyard,Breakers / Protection,644.08,
2024-05-19,STS-U1,Energy,Electrical,Transformers,GSU Transformer,1073.48,
2024-05-19,STS-U1,Energy,Turbine,Bearings & Vibration,Turbine Bearing #2,2077.42,
2024-05-19,STS-U1,Energy,Turbine,Lube Oil System,Lube Oil / Coolers,755.42,
2024-05-19,STS-U1,Energy,Turbine,Steam Path & Valves,HP Control Valves,944.28,
2024-05-19,STS-U1,Penalty,Boiler,Air & Flue Gas Path,ID Fan / Dampers,1245.94,
2024-05-19,STS-U1,Penalty,Boiler,Combustion Control,O₂ Trim / Draft Loop,276.88,
2024-05-19,STS-U1,Penalty,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,830.63,
2024-05-19,STS-U1,Penalty,Boiler,Heat Transfer Surfaces,Superheater / Economizer,415.31,
2024-05-19,STS-U1,Penalty,Controls,Actuators,Damper / Valve Actuators,116.28,
2024-05-19,STS-U1,Penalty,Controls,DCS & Control Logic,Unit DCS,290.69,
2024-05-19,STS-U1,Penalty,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,174.41,
2024-05-19,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,856.72,EVT-2024-06-AUXDRIFT
2024-05-19,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,91.78,
2024-05-19,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,1427.88,EVT-2024-06-AUXDRIFT
2024-05-19,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,152.98,
2024-05-19,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,571.15,EVT-2024-06-AUXDRIFT
2024-05-19,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,61.19,
2024-05-19,STS-U1,Penalty,Electrical,Station Service,Aux Transformer / MCC,52.93,
2024-05-19,STS-U1,Penalty,Electrical,Switchyard,Breakers / Protection,79.4,
2024-05-19,STS-U1,Penalty,Electrical,Transformers,GSU Transformer,132.33,
2024-05-19,STS-U1,Penalty,Turbine,Bearings & Vibration,Turbine Bearing #2,900.72,
2024-05-19,STS-U1,Penalty,Turbine,Lube Oil System,Lube Oil / Coolers,327.54,
2024-05-19,STS-U1,Penalty,Turbine,Steam Path & Valves,HP Control Valves,409.42,
2024-05-20,STS-U1,Energy,Boiler,Air & Flue Gas Path,ID Fan / Dampers,2501.38,
2024-05-20,STS-U1,Energy,Boiler,Combustion Control,O₂ Trim / Draft Loop,555.86,
2024-05-20,STS-U1,Energy,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,1667.59,
2024-05-20,STS-U1,Energy,Boiler,Heat Transfer Surfaces,Superheater / Economizer,833.79,
2024-05-20,STS-U1,Energy,Controls,Actuators,Damper / Valve Actuators,621.36,
2024-05-20,STS-U1,Energy,Controls,DCS & Control Logic,Unit DCS,1553.4,
2024-05-20,STS-U1,Energy,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,932.04,
2024-05-20,STS-U1,Energy,Cooling,Circulating Water System,CW Pumps / Strainers,589.42,
2024-05-20,STS-U1,Energy,Cooling,Condenser & Vacuum,Surface Condenser,982.37,
2024-05-20,STS-U1,Energy,Cooling,Cooling Tower,CT Fans / Fill,392.95,
2024-05-20,STS-U1,Energy,Electrical,Station Service,Aux Transformer / MCC,481.48,
2024-05-20,STS-U1,Energy,Electrical,Switchyard,Breakers / Protection,722.22,
2024-05-20,STS-U1,Energy,Electrical,Transformers,GSU Transformer,1203.7,
2024-05-20,STS-U1,Energy,Turbine,Bearings & Vibration,Turbine Bearing #2,2900.27,
2024-05-20,STS-U1,Energy,Turbine,Lube Oil System,Lube Oil / Coolers,1054.64,
2024-05-20,STS-U1,Energy,Turbine,Steam Path & Valves,HP Control Valves,1318.3,
2024-05-20,STS-U1,Penalty,Boiler,Air & Flue Gas Path,ID Fan / Dampers,1336.13,
2024-05-20,STS-U1,Penalty,Boiler,Combustion Control,O₂ Trim / Draft Loop,296.92,
2024-05-20,STS-U1,Penalty,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,890.75,
2024-05-20,STS-U1,Penalty,Boiler,Heat Transfer Surfaces,Superheater / Economizer,445.38,
2024-05-20,STS-U1,Penalty,Controls,Actuators,Damper / Valve Actuators,129.64,
2024-05-20,STS-U1,Penalty,Controls,DCS & Control Logic,Unit DCS,324.09,
2024-05-20,STS-U1,Penalty,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,194.45,
2024-05-20,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,915.74,EVT-2024-06-AUXDRIFT
2024-05-20,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,75.27,
2024-05-20,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,1526.23,EVT-2024-06-AUXDRIFT
2024-05-20,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,125.46,
2024-05-20,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,610.49,EVT-2024-06-AUXDRIFT
2024-05-20,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,50.18,
2024-05-20,STS-U1,Penalty,Electrical,Station Service,Aux Transformer / MCC,62.02,
2024-05-20,STS-U1,Penalty,Electrical,Switchyard,Breakers / Protection,93.04,
2024-05-20,STS-U1,Penalty,Electrical,Transformers,GSU Transformer,155.06,
2024-05-20,STS-U1,Penalty,Turbine,Bearings & Vibration,Turbine Bearing #2,1031.17,
2024-05-20,STS-U1,Penalty,Turbine,Lube Oil System,Lube Oil / Coolers,374.97,
2024-05-20,STS-U1,Penalty,Turbine,Steam Path & Valves,HP Control Valves,468.72,
2024-05-21,STS-U1,Energy,Boiler,Air & Flue Gas Path,ID Fan / Dampers,2409.44,
2024-05-21,STS-U1,Energy,Boiler,Combustion Control,O₂ Trim / Draft Loop,535.43,
2024-05-21,STS-U1,Energy,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,1606.29,
2024-05-21,STS-U1,Energy,Boiler,Heat Transfer Surfaces,Superheater / Economizer,803.14,
2024-05-21,STS-U1,Energy,Controls,Actuators,Damper / Valve Actuators,671.47,
2024-05-21,STS-U1,Energy,Controls,DCS & Control Logic,Unit DCS,1678.68,
2024-05-21,STS-U1,Energy,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,1007.21,
2024-05-21,STS-U1,Energy,Cooling,Circulating Water System,CW Pumps / Strainers,818.94,
2024-05-21,STS-U1,Energy,Cooling,Condenser & Vacuum,Surface Condenser,1364.9,
2024-05-21,STS-U1,Energy,Cooling,Cooling Tower,CT Fans / Fill,545.96,
2024-05-21,STS-U1,Energy,Electrical,Station Service,Aux Transformer / MCC,543.75,
2024-05-21,STS-U1,Energy,Electrical,Switchyard,Breakers / Protection,815.62,
2024-05-21,STS-U1,Energy,Electrical,Transformers,GSU Transformer,1359.38,
2024-05-21,STS-U1,Energy,Turbine,Bearings & Vibration,Turbine Bearing #2,2495.22,
2024-05-21,STS-U1,Energy,Turbine,Lube Oil System,Lube Oil / Coolers,907.35,
2024-05-21,STS-U1,Energy,Turbine,Steam Path & Valves,HP Control Valves,1134.19,
2024-05-21,STS-U1,Penalty,Boiler,Air & Flue Gas Path,ID Fan / Dampers,1305.27,
2024-05-21,STS-U1,Penalty,Boiler,Combustion Control,O₂ Trim / Draft Loop,290.06,
2024-05-21,STS-U1,Penalty,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,870.18,
2024-05-21,STS-U1,Penalty,Boiler,Heat Transfer Surfaces,Superheater / Economizer,435.09,
2024-05-21,STS-U1,Penalty,Controls,Actuators,Damper / Valve Actuators,131.22,
2024-05-21,STS-U1,Penalty,Controls,DCS & Control Logic,Unit DCS,328.05,
2024-05-21,STS-U1,Penalty,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,196.83,
2024-05-21,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,895.99,EVT-2024-06-AUXDRIFT
2024-05-21,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,104.59,
2024-05-21,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,1493.31,EVT-2024-06-AUXDRIFT
2024-05-21,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,174.32,
2024-05-21,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,597.32,EVT-2024-06-AUXDRIFT
2024-05-21,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,69.73,
2024-05-21,STS-U1,Penalty,Electrical,Station Service,Aux Transformer / MCC,61.67,
2024-05-21,STS-U1,Penalty,Electrical,Switchyard,Breakers / Protection,92.51,
2024-05-21,STS-U1,Penalty,Electrical,Transformers,GSU Transformer,154.18,
2024-05-21,STS-U1,Penalty,Turbine,Bearings & Vibration,Turbine Bearing #2,969.09,
2024-05-21,STS-U1,Penalty,Turbine,Lube Oil System,Lube Oil / Coolers,352.36,
2024-05-21,STS-U1,Penalty,Turbine,Steam Path & Valves,HP Control Valves,440.5,
2024-05-22,STS-U1,Energy,Boiler,Air & Flue Gas Path,ID Fan / Dampers,2480.48,
2024-05-22,STS-U1,Energy,Boiler,Combustion Control,O₂ Trim / Draft Loop,551.22,
2024-05-22,STS-U1,Energy,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,1653.65,
2024-05-22,STS-U1,Energy,Boiler,Heat Transfer Surfaces,Superheater / Economizer,826.83,
2024-05-22,STS-U1,Energy,Controls,Actuators,Damper / Valve Actuators,598.79,
2024-05-22,STS-U1,Energy,Controls,DCS & Control Logic,Unit DCS,1496.96,
2024-05-22,STS-U1,Energy,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,898.18,
2024-05-22,STS-U1,Energy,Cooling,Circulating Water System,CW Pumps / Strainers,765.6,
2024-05-22,STS-U1,Energy,Cooling,Condenser & Vacuum,Surface Condenser,1276.01,
2024-05-22,STS-U1,Energy,Cooling,Cooling Tower,CT Fans / Fill,510.4,
2024-05-22,STS-U1,Energy,Electrical,Station Service,Aux Transformer / MCC,487.77,
2024-05-22,STS-U1,Energy,Electrical,Switchyard,Breakers / Protection,731.65,
2024-05-22,STS-U1,Energy,Electrical,Transformers,GSU Transformer,1219.42,
2024-05-22,STS-U1,Energy,Turbine,Bearings & Vibration,Turbine Bearing #2,2798.77,
2024-05-22,STS-U1,Energy,Turbine,Lube Oil System,Lube Oil / Coolers,1017.74,
2024-05-22,STS-U1,Energy,Turbine,Steam Path & Valves,HP Control Valves,1272.17,
2024-05-22,STS-U1,Penalty,Boiler,Air & Flue Gas Path,ID Fan / Dampers,1434.85,
2024-05-22,STS-U1,Penalty,Boiler,Combustion Control,O₂ Trim / Draft Loop,318.86,
2024-05-22,STS-U1,Penalty,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,956.56,
2024-05-22,STS-U1,Penalty,Boiler,Heat Transfer Surfaces,Superheater / Economizer,478.28,
2024-05-22,STS-U1,Penalty,Controls,Actuators,Damper / Valve Actuators,137.44,
2024-05-22,STS-U1,Penalty,Controls,DCS & Control Logic,Unit DCS,343.6,
2024-05-22,STS-U1,Penalty,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,206.16,
2024-05-22,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,1004.89,EVT-2024-06-AUXDRIFT
2024-05-22,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,97.78,
2024-05-22,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,1674.82,EVT-2024-06-AUXDRIFT
2024-05-22,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,162.96,
2024-05-22,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,669.93,EVT-2024-06-AUXDRIFT
2024-05-22,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,65.19,
2024-05-22,STS-U1,Penalty,Electrical,Station Service,Aux Transformer / MCC,62.79,
2024-05-22,STS-U1,Penalty,Electrical,Switchyard,Breakers / Protection,94.19,
2024-05-22,STS-U1,Penalty,Electrical,Transformers,GSU Transformer,156.99,
2024-05-22,STS-U1,Penalty,Turbine,Bearings & Vibration,Turbine Bearing #2,1097.61,
2024-05-22,STS-U1,Penalty,Turbine,Lube Oil System,Lube Oil / Coolers,399.1,
2024-05-22,STS-U1,Penalty,Turbine,Steam Path & Valves,HP Control Valves,498.91,
2024-05-23,STS-U1,Energy,Boiler,Air & Flue Gas Path,ID Fan / Dampers,2525.83,
2024-05-23,STS-U1,Energy,Boiler,Combustion Control,O₂ Trim / Draft Loop,561.3,
2024-05-23,STS-U1,Energy,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,1683.89,
2024-05-23,STS-U1,Energy,Boiler,Heat Transfer Surfaces,Superheater / Economizer,841.94,
2024-05-23,STS-U1,Energy,Controls,Actuators,Damper / Valve Actuators,648.87,
2024-05-23,STS-U1,Energy,Controls,DCS & Control Logic,Unit DCS,1622.16,
2024-05-23,STS-U1,Energy,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,973.3,
2024-05-23,STS-U1,Energy,Cooling,Circulating Water System,CW Pumps / Strainers,964.75,
2024-05-23,STS-U1,Energy,Cooling,Condenser & Vacuum,Surface Condenser,1607.92,
2024-05-23,STS-U1,Energy,Cooling,Cooling Tower,CT Fans / Fill,643.17,
2024-05-23,STS-U1,Energy,Electrical,Station Service,Aux Transformer / MCC,554.2,
2024-05-23,STS-U1,Energy,Electrical,Switchyard,Breakers / Protection,831.29,
2024-05-23,STS-U1,Energy,Electrical,Transformers,GSU Transformer,1385.49,
2024-05-23,STS-U1,Energy,Turbine,Bearings & Vibration,Turbine Bearing #2,2185.99,
2024-05-23,STS-U1,Energy,Turbine,Lube Oil System,Lube Oil / Coolers,794.91,
2024-05-23,STS-U1,Energy,Turbine,Steam Path & Valves,HP Control Valves,993.63,
2024-05-23,STS-U1,Penalty,Boiler,Air & Flue Gas Path,ID Fan / Dampers,1417.67,
2024-05-23,STS-U1,Penalty,Boiler,Combustion Control,O₂ Trim / Draft Loop,315.04,
2024-05-23,STS-U1,Penalty,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,945.11,
2024-05-23,STS-U1,Penalty,Boiler,Heat Transfer Surfaces,Superheater / Economizer,472.56,
2024-05-23,STS-U1,Penalty,Controls,Actuators,Damper / Valve Actuators,138.19,
2024-05-23,STS-U1,Penalty,Controls,DCS & Control Logic,Unit DCS,345.48,
2024-05-23,STS-U1,Penalty,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,207.29,
2024-05-23,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,980.36,EVT-2024-06-AUXDRIFT
2024-05-23,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,123.21,
2024-05-23,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,1633.93,EVT-2024-06-AUXDRIFT
2024-05-23,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,205.36,
2024-05-23,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,653.57,EVT-2024-06-AUXDRIFT
2024-05-23,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,82.14,
2024-05-23,STS-U1,Penalty,Electrical,Station Service,Aux Transformer / MCC,63.97,
2024-05-23,STS-U1,Penalty,Electrical,Switchyard,Breakers / Protection,95.95,
2024-05-23,STS-U1,Penalty,Electrical,Transformers,GSU Transformer,159.92,
2024-05-23,STS-U1,Penalty,Turbine,Bearings & Vibration,Turbine Bearing #2,1009.48,
2024-05-23,STS-U1,Penalty,Turbine,Lube Oil System,Lube Oil / Coolers,367.05,
2024-05-23,STS-U1,Penalty,Turbine,Steam Path & Valves,HP Control Valves,458.85,
2024-05-24,STS-U1,Energy,Boiler,Air & Flue Gas Path,ID Fan / Dampers,2121.57,
2024-05-24,STS-U1,Energy,Boiler,Combustion Control,O₂ Trim / Draft Loop,471.46,
2024-05-24,STS-U1,Energy,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,1414.38,
2024-05-24,STS-U1,Energy,Boiler,Heat Transfer Surfaces,Superheater / Economizer,707.19,
2024-05-24,STS-U1,Energy,Controls,Actuators,Damper / Valve Actuators,602.06,
2024-05-24,STS-U1,Energy,Controls,DCS & Control Logic,Unit DCS,1505.15,
2024-05-24,STS-U1,Energy,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,903.09,
2024-05-24,STS-U1,Energy,Cooling,Circulating Water System,CW Pumps / Strainers,971.89,
2024-05-24,STS-U1,Energy,Cooling,Condenser & Vacuum,Surface Condenser,1619.82,
2024-05-24,STS-U1,Energy,Cooling,Cooling Tower,CT Fans / Fill,647.93,
2024-05-24,STS-U1,Energy,Electrical,Station Service,Aux Transformer / MCC,510.42,
2024-05-24,STS-U1,Energy,Electrical,Switchyard,Breakers / Protection,765.63,
2024-05-24,STS-U1,Energy,Electrical,Transformers,GSU Transformer,1276.04,
2024-05-24,STS-U1,Energy,Turbine,Bearings & Vibration,Turbine Bearing #2,2695.7,
2024-05-24,STS-U1,Energy,Turbine,Lube Oil System,Lube Oil / Coolers,980.26,
2024-05-24,STS-U1,Energy,Turbine,Steam Path & Valves,HP Control Valves,1225.32,
2024-05-24,STS-U1,Penalty,Boiler,Air & Flue Gas Path,ID Fan / Dampers,1305.77,
